post_id,label,target,text,prefix,suffix
27158706_gab,hatespeech,Other,you can cry all you want if a nazi fag like you steps on my timeline they get butt raped just like you were <user>,you can cry all you want if a nazi fag like you,steps on my timeline they get butt raped just like you were <user>
27180730_gab,hatespeech,African,no you shitlib faggot i think the standard in virginia is at least <number> years i can not wait until we can start killing you faggots and your nigger pets and your race traitor pigs the day is nigh,no you shitlib faggot i think the standard in virginia is at least <number> years i can not wait,until we can start killing you faggots and your nigger pets and your race traitor pigs the day is nigh
27263842_gab,hatespeech,Islam,german jewish girl <number> found raped and murdered by this muslim savage an extradition only when a jew victim is involved but none for the goys,german jewish girl <number> found raped and murdered by this muslim savage an,extradition only when a jew victim is involved but none for the goys
27265236_gab,hatespeech,Homosexual,meek and mild c mon don call him what he is a faggot,meek and mild c mon don,call him what he is a faggot
27270496_gab,hatespeech,African,simple truth black or white or raghead they need to die,simple truth black or white,or raghead they need to die
27280463_gab,hatespeech,Islam,for fuck sake when is the western governments going to stop giving these retarded hostile muslims perpetual aid,for fuck sake when is the western governments going,to stop giving these retarded hostile muslims perpetual aid
27287442_gab,hatespeech,Homosexual,srsly this and homo porn is all you got wtf is your diagnosis besides faggotry because this is some retard tier posting here,srsly this and homo porn is all you got wtf is,your diagnosis besides faggotry because this is some retard tier posting here
27287769_gab,hatespeech,None,why are they calling muzzrats asians disingenuous as hell,why are they calling,muzzrats asians disingenuous as hell
27289289_gab,hatespeech,Homosexual,american neoconservatives canadian liberals and european leftists hate russia why because russia is white christian traditional and conservative russia is building orthodox churches rejects the homosexual agenda and opposes multiculturalism russia today is reminiscient of western europe <number> years ago russia is not cucked,american neoconservatives canadian liberals and european leftists hate russia why because russia is white christian traditional and conservative russia is building orthodox,churches rejects the homosexual agenda and opposes multiculturalism russia today is reminiscient of western europe <number> years ago russia is not cucked
27296852_gab,hatespeech,African,i do not mean to be rude but i hope you get sentenced to death by lethal injection and then it gets commuted to life in prison so that you can get assraped by blacks in prison every day for <number> years and then you die hail victory,i do not mean to be rude but i hope you get sentenced to death by lethal injection and then it gets commuted to,life in prison so that you can get assraped by blacks in prison every day for <number> years and then you die hail victory
27305981_gab,hatespeech,Arab,i want to see the hundreds of thousands of dollars of jewels the arabs gave moochelle and douchebag he got two major watches and she got a shitload of necklaces earrings etc she will never make that much again cleaning toilets,i want to see the hundreds of thousands of dollars of jewels the arabs gave moochelle and douchebag he got,two major watches and she got a shitload of necklaces earrings etc she will never make that much again cleaning toilets
27313296_gab,hatespeech,Arab,🤣 🤣 😂 😂 🤣 🤣 😂 😂 🤣 🤣 you spelled my name wrong and my name is literally in front of your face not only are your nations sucking in sand niggers but its already affecting whites iq 🤣 🤣 🤣 😂 😂 😂 🤣 🤣 😂 😂,🤣 🤣 😂 😂 🤣 🤣 😂 😂 🤣 🤣 you spelled my name wrong and my name is literally in front of your face,not only are your nations sucking in sand niggers but its already affecting whites iq 🤣 🤣 🤣 😂 😂 😂 🤣 🤣 😂 😂
27318602_gab,hatespeech,Homosexual,ha classic the dsa faggot was not having a good time,ha classic the dsa faggot,was not having a good time
2733041_gab,hatespeech,Islam,islam still practices slavery to this day slavery they even try to sell women on the internet think about that banislam,islam still practices slavery to this day slavery they even,try to sell women on the internet think about that banislam
27354787_gab,hatespeech,African,🎶 blackstones meet the blackstones they are a stone age ghetto family from the town of harlem they are niggers right from history 🎶,🎶 blackstones meet the blackstones they are a stone age ghetto family,from the town of harlem they are niggers right from history 🎶
