ID	target	implied_statement
818144260071378944	Muslims	Muslims are like plagues that proliferate around the world
901856723996168192	Muslims	Muslims and their ideology should be exterminated
705100397409603584	Immigrants	Immigrants are inferior
889321817508388864	Immigrants	Immigrants should be deported.
883032731617308672	Immigrants	Immigrants should be expelled using military force.
931323563960758272	Mexican Immigrants	Mexican Immigrants should be kept out of the USA.
714624812065431552	immigrants	Immigrants are parasites
872282123704651648	Muslims	Muslim people should be killed
871256091983622144	Immigrants	Immigrants should be deported
GAB_18935	Not specified	the group is causing riots.
913542117762506880	White people	White people get extra privileges
820306415109767040	Poor people	Poor people are lazy
884141235174330240	Black folks	Black people were born to be enslaved
917750860771319808	Immigrants	All immigrants are robbers.
708391679066120192	Gay folks	Gay people should be killed
855821075527090048	immigrants	Immigrants are people who deserve to die
905550815393349632	Immigrants	Immigrants are stupid
857605785651732480	Politicians	Politicians don't make the right politics
931745542371139584	an Individual	This individual is a racist and should be killed
862498900074266624	Immigrants	Immigrants should be killed
915423654321803264	Immigrants	It's funny when immigrants are deported
930490769449746432	Immigrants	Immigrants are a threat so they must stay in their homeland and solve their own problems
935193988453294080	People of color/everyone else	Everyone that tries to stop racism/hate should be killed.
GAB_2233	Black folks	Black people should be sent away
904631498699153408	Immigrants	Immigrants should be deported
427756165859012608	Immigrants	Immigrants are illegal and should not occupy the work space of a citizen of the country
889527553781678080	Hispanics	Hispanics should be banned
376519900082499584	Asian folks	Asian people must be controlled to prevent the spread of the virus
773861254335258624	Immigrants	Immigrants should not be allowed to work
866681267538022400	Islamists	Islamists must be expelled from the country
890651500157976448	Muslim	Muslim feeds on shit
722231685123870720	Immigrants	Immigrants should be deported
875815289304346624	Illegal Immigrants	All Illegal Immigrants should be deported.
891665743426625408	Millenials	Millenials are soft.
GAB_2422	immigrants	immigrants should be arrested
428690198269272064	Immigrants	Immigrants should not have driving license.
800898513559113728	muslims	Muslims are not normal people
837770259155283840	Men	Men should be imprisoned
866034621208768512	People of Portland	Portland is a dangerous place where murder is rampant
941105463705313280	Immigrants	Immigrants are scum and must be expelled and thrown in their places of origin
906507397824499456	Immigrants	Immigrants are easy to find because of their stereotyped characteristics.
GAB_16120	"Not specified in this tweet, says ""them"" but context is missing."	"Implies that ""they"" can be handled with vigilante justice"
829001596747014144	not specified	the group are the enemies.
829339322033766400	LGBT people.	Comparing mixed fabrics with gay clothing.
904384161212809216	Muslims	Muslims are savages.
901228593992396800	No specific group	Run someone over with a car
756596935574683520	Mualims	Muslims are irrational and conservative
840267635539492864	People in the tech field	People in tech are white or Asian
890645124190842880	Mexican Immigrants	Immigrants should be exterminated if they tried to cross the wall
853662788291620864	Police	Police are not here for justice, they choose their fight.
892703882480156672	Immigrants	Immigrants should return to live as primitives
931212920171704320	immigrants	immigrants should be deported and are used as a votebank
931919360414728192	Haitians	Haitians are scum and must be expelled
944704489981923200	Immigrants	Immigrants are against the business of the country in which they occupy
575298083094929408	Religious people	Religious people are stupid
935277524845760256	Immigrants	Immigrants should be deported
843622372284551040	Immigrants	Immigrants are a threat and must be exterminated.
905175443803840256	Politicians?	Politicians are untrustworthy
917690739462692864	Blacks	Whites governments are more efficient than blacks, who can't even run garbage collection
865243346666651520	Black folks	Black folks are subhuman.
693756800630407168	Immigrants	Immigrants have to be deported
866354765567070208	Immigrants	Immigrants are dirty
GAB_17307	Non-patriotic people	People who are not patriots must be exterminated
936453274638667520	immigrants	Immigrants should be removed from society
728922190889025408	people with hiv/aids	"it is implying that ""a fetid, perverse lifestyles"" lead to the disease."
864882204895203328	Immigrants	Immigrants are insignificant
841074832477425664	Immigrants	Immigrants are profiteers and must be expelled and stay in their original lands
GAB_1320	Immigrants	Immigrants are despicable and deserve to be expelled from the world
918252771173961600	Immigrants	Illegal Immigrants cannot sue people.
912691825948987392	Immigrants	Comparing immigrants with inferior beings (or even gadgets.)
925733663437967232	Immigrants	Immigrants are inferior people with no capability to learn.
802860009969352704	Immigrants	Immigrants have no culture
474598438076952576	Jews	Jews are gay and are like animals
900166530289340416	Immigrants	Immigrants should be deported
96926886432735232	Immigrants	Immigrants are barbarian people
820399440129302528	Mexican	Mexican will be kicked out by trump.
943606900100231168	Mexicans and asians	Mexicans and asians are stealing scholarships from other people
891760947748097920	Mexican	Mexican should be kept in mexico.
659911464963203072	Muslims	Muslims should be deported
897626912163541120	Immigrants	Immigrants are not able to take jobs.
876915799809826816	Immigrants	Immigrants are illegal and should be expelled
943219791120171008	Immigrants	Immigrants are not worth living in their country.
750710102659887104	Trans folks	Trans folks are irrelevant
655456157780217856	Arabs, Africans and Pakistanis	These races should be banned because they are different
936700836402663424	immigrants	Immigrants should be deported
909080791786934272	Immigrants	Immigrants are destitute, they should be deported
693319757227905024	Muslims	Breed Muslims out of existence
842309470956974080	Immigrants	Immigrants are all illegal
854842163049385984	Black folks	Black people should be put in jail
939840890230714368	Immigrants	Immigrants should be deported
848997986713522048	Immigrants	Immigrants should be deported
752894357162917760	pakistani,iranian,islamic,jewish	pakistani,iranian,islamic,jewish should be killed.
816643754371076096	Hinduists	Hinduists should die
933162144345890816	Immigrants	Immigrants steal jobs
930611987431772032	Rich people	Rich people manipulate society with their money
908057857450373120	Immigrants	Immigrants want everything for free and want to take advantage of things in the country
469818811097812992	Immigrants	Immigrants are primitive
757685319315578880	immigrants	Immigrants make the country worse
771537308575158272	immigrants	Immigrants are bad for the economy.
869892635594342400	non-white folks	Non-white folks did nothing to build the country
935992067297198080	Muslims (people who worship Allah).	Muslims are animals. They are not capable of speech.
841284895892766720	immigrants	immigrants are illegal aliens.
712798400396312576	immigrants	Immigrants are murderers
916046054067507200	conservative folks	Conservatives are less human
943590201149948032	muslims	GROUP are Muslims
305042161638965248	latino folks	Latinos are gang members
944306967895560192	muslims	Muslims are violent
923664540570718208	immigrants	Immigrants are taking our jobs
724574631164825600	black and latino/latina folks	Black and latino/latina people are dangerous
877005143107133440	immigrants	Immigrants are subhuman
786785646220152832	immigrants	Immigrants don't follow the law
896152170239737728	immigrants	Groups are Immigrants
752791600305041408	immigrants	Immigrants are here illegally
938746126995542016	immigrants	Immigrants are criminals
814084008980189184	Muslims	Muslims are bad people
738505385020161920	immigrants	Immigrants don't follow the law.
809577949636628480	immigrants	Immigrants are here illegally
913590243730669568	immigrants	Immigrants are here illegally
945395683716161536	immigrants	Immigrants take jobs
361100269280436160	immigrants	immigrants commit several crimes
